img,cond,round,env,rng0,bear0,px0,vis0,col0,shape0,rng1,bear1,px1,vis1,col1,shape1,rng2,bear2,px2,vis2,col2,shape2,rng3,bear3,px3,vis3,col3,shape3
img/r00_base_034.png,base,0,34,3.8892,-4.135,121.65,1,red,sphere,5.2908,23.571,53.77,1,red,cube,4.7296,9.381,89.95,1,blue,sphere,5.623,-16.744,152.16,1,blue,cube
img/r00_base_035.png,base,0,35,5.2288,19.458,64.84,1,red,sphere,3.0324,-10.861,137.61,1,red,cube,6.0668,-10.891,137.68,1,blue,sphere,2.8239,-21.952,165.8,1,blue,cube
img/r00_base_036.png,base,0,36,5.516,28.023,40.96,1,red,sphere,5.3637,0.012,111.97,1,red,cube,2.0616,34.527,20.17,1,blue,sphere,5.8215,4.969,100.4,1,blue,cube
img/r00_base_037.png,base,0,37,2.2116,27.857,41.46,1,red,sphere,4.1812,-25.928,176.89,1,red,cube,4.7735,-13.235,143.39,1,blue,sphere,6.1127,0.367,111.15,1,blue,cube
img/r00_base_038.png,base,0,38,4.2796,6.637,96.47,1,red,sphere,2.626,28.572,39.31,1,red,cube,3.1502,25.557,48.17,1,blue,sphere,5.8498,-0.223,112.52,1,blue,cube
img/r00_base_039.png,base,0,39,4.6272,-20.532,161.99,1,red,sphere,6.4141,16.996,71.2,1,red,cube,3.6939,27.379,42.88,1,blue,sphere,1.8167,26.349,45.89,1,blue,cube
img/r00_base_040.png,base,0,40,3.1162,15.66,74.58,1,red,sphere,4.6046,11.54,84.75,1,red,cube,2.6238,-2.661,118.2,1,blue,sphere,5.5635,-20.622,162.23,1,blue,cube
img/r00_base_041.png,base,0,41,3.8581,14.088,78.5,1,red,sphere,5.3663,12.495,82.42,1,red,cube,4.7085,-13.616,144.33,1,blue,sphere,2.7599,20.859,61.14,1,blue,cube
img/r00_base_042.png,base,0,42,2.0566,-26.184,177.63,1,red,sphere,3.0719,-2.873,118.7,1,red,cube,4.6927,-18.223,155.94,1,blue,sphere,3.7855,-21.746,165.24,1,blue,cube
img/r00_base_043.png,base,0,43,4.9242,32.483,27.02,1,red,sphere,3.9682,19.861,63.79,1,red,cube,5.5382,-34.785,204.72,1,blue,sphere,1.4798,4.063,102.52,1,blue,cube
img/r00_base_044.png,base,0,44,4.331,-27.908,182.7,1,red,sphere,5.1288,-4.602,122.74,1,red,cube,4.1644,-1.678,115.91,1,blue,sphere,2.4997,30.854,32.26,1,blue,cube
img/r00_base_045.png,base,0,45,4.8045,29.88,35.31,1,red,sphere,2.0996,-19.03,158.04,1,red,cube,5.2173,17.245,70.57,1,blue,sphere,3.8312,18.461,67.44,1,blue,cube
img/r00_base_046.png,base,0,46,5.6352,-12.676,142.02,1,red,sphere,3.0495,3.145,104.67,1,red,cube,5.3431,-27.551,181.64,1,blue,sphere,2.4399,-17.702,154.6,1,blue,cube
img/r00_base_047.png,base,0,47,3.0621,-14.692,147.0,1,red,sphere,5.1111,3.399,104.07,1,red,cube,3.4359,5.556,99.02,1,blue,sphere,6.0454,28.997,38.02,1,blue,cube
img/r00_base_048.png,base,0,48,5.1662,-24.971,174.16,1,red,sphere,6.1495,18.419,67.55,1,red,cube,2.7181,26.877,44.35,1,blue,sphere,3.2049,11.942,83.77,1,blue,cube
img/r00_base_049.png,base,0,49,1.8058,23.086,55.11,1,red,sphere,5.5111,-13.722,144.59,1,red,cube,5.6308,-1.432,115.34,1,blue,sphere,2.1995,-22.214,166.51,1,blue,cube
img/r00_base_050.png,base,0,50,6.2348,27.039,43.88,1,red,sphere,2.691,26.723,44.8,1,red,cube,5.0429,17.881,68.94,1,blue,sphere,3.9274,-27.296,180.88,1,blue,cube
img/r00_base_051.png,base,0,51,3.0108,10.413,87.47,1,red,sphere,3.5237,-6.309,126.76,1,red,cube,4.7587,11.156,85.68,1,blue,sphere,4.8949,0.099,111.77,1,blue,cube
img/r00_base_052.png,base,0,52,6.275,24.511,51.14,1,red,sphere,2.9278,22.689,56.2,1,red,cube,4.1022,8.298,92.53,1,blue,sphere,6.3978,-0.057,112.13,1,blue,cube
img/r00_base_053.png,base,0,53,3.7374,27.456,42.65,1,red,sphere,5.0788,-9.8,135.06,1,red,cube,5.7988,-33.383,199.95,1,blue,sphere,2.6071,-3.732,120.71,1,blue,cube
img/r00_base_054.png,base,0,54,1.317,23.502,53.96,1,red,sphere,3.9895,31.988,28.64,1,red,cube,3.6375,23.515,53.92,1,blue,sphere,4.9911,-21.708,165.14,1,blue,cube
img/r00_base_055.png,base,0,55,5.1279,34.035,21.85,1,red,sphere,4.8495,-12.399,141.34,1,red,cube,6.3018,-16.387,151.25,1,blue,sphere,4.3324,28.646,39.09,1,blue,cube
img/r00_base_056.png,base,0,56,3.0467,10.785,86.57,1,red,sphere,1.9986,-2.982,118.95,1,red,cube,3.8573,11.681,84.4,1,blue,sphere,4.6385,30.267,34.11,1,blue,cube
img/r00_base_057.png,base,0,57,4.2449,34.51,20.23,1,red,sphere,5.0417,0.589,110.63,1,red,cube,5.3885,26.949,44.14,1,blue,sphere,5.9802,13.947,78.85,1,blue,cube
img/r00_base_058.png,base,0,58,2.2521,22.735,56.07,1,red,sphere,5.1135,-17.106,153.08,1,red,cube,1.8544,-26.354,178.12,1,blue,sphere,1.7262,26.357,45.87,1,blue,cube
img/r00_base_059.png,base,0,59,4.1449,18.842,66.45,1,red,sphere,3.7464,7.283,94.94,1,red,cube,4.9085,-0.467,113.09,1,blue,sphere,2.8209,-6.847,128.03,1,blue,cube
img/r00_base_060.png,base,0,60,4.5673,6.908,95.83,1,red,sphere,4.0051,-12.815,142.36,1,red,cube,2.2796,10.601,87.02,1,blue,sphere,5.0537,12.252,83.01,1,blue,cube
img/r00_base_061.png,base,0,61,3.7846,30.811,32.4,1,red,sphere,6.4898,0.718,110.33,1,red,cube,1.3162,-33.672,200.92,1,blue,sphere,6.037,-27.813,182.41,1,blue,cube
img/r00_base_062.png,base,0,62,2.0725,-16.966,152.72,1,red,sphere,5.8694,-29.459,187.39,1,red,cube,4.5393,4.158,102.3,1,blue,sphere,5.9293,-2.125,116.95,1,blue,cube
img/r00_base_063.png,base,0,63,3.0623,-1.451,115.38,1,red,sphere,1.3426,-2.514,117.86,1,red,cube,2.2468,8.471,92.12,1,blue,sphere,6.3831,-13.946,145.15,1,blue,cube
img/r00_swap_000.png,swap,0,0,2.187,0.598,110.61,1,blue,sphere,4.2671,-23.18,169.15,1,blue,cube,1.5215,-23.165,169.11,1,red,sphere,5.974,-0.244,112.57,1,red,cube
img/r00_swap_001.png,swap,0,1,5.4563,-8.989,133.11,1,blue,sphere,1.6245,7.154,95.25,1,blue,cube,2.58,-28.934,185.78,1,red,sphere,4.953,17.802,69.14,1,red,cube
img/r00_swap_002.png,swap,0,2,5.3991,-34.639,204.21,1,blue,sphere,2.1415,-30.065,189.26,1,blue,cube,3.0399,20.901,61.03,1,red,sphere,6.4619,-16.533,151.62,1,red,cube
img/r00_swap_003.png,swap,0,3,4.6387,0.885,109.94,1,blue,sphere,3.8244,24.513,51.13,1,blue,cube,4.3965,-6.298,126.73,1,red,sphere,6.066,-18.625,156.99,1,red,cube
img/r00_swap_004.png,swap,0,4,2.2487,-28.528,184.56,1,blue,sphere,5.936,-22.784,168.07,1,blue,cube,5.8201,-1.869,116.36,1,red,sphere,4.7379,30.737,32.63,1,red,cube
img/r00_swap_005.png,swap,0,5,5.2209,25.941,47.07,1,blue,sphere,2.1396,33.501,23.65,1,blue,cube,4.6336,6.851,95.96,1,red,sphere,1.4235,-4.53,122.57,1,red,cube
img/r00_swap_006.png,swap,0,6,2.0033,18.816,66.52,1,blue,sphere,5.629,-24.457,172.71,1,blue,cube,3.3402,-14.709,147.04,1,red,sphere,4.4266,21.392,59.71,1,red,cube
img/r00_swap_007.png,swap,0,7,5.9702,7.898,93.48,1,blue,sphere,5.1166,-24.594,173.09,1,blue,cube,5.7559,12.889,81.46,1,red,sphere,2.4701,-2.089,116.87,1,red,cube
img/r00_swap_008.png,swap,0,8,4.2944,26.645,45.03,1,blue,sphere,4.9265,-29.658,188.0,1,blue,cube,1.5516,5.601,98.91,1,red,sphere,6.0345,11.127,85.75,1,red,cube
img/r00_swap_009.png,swap,0,9,3.8081,-7.844,130.39,1,blue,sphere,2.2638,17.786,69.18,1,blue,cube,6.2341,32.441,27.16,1,red,sphere,1.8264,-12.248,140.97,1,red,cube
img/r00_swap_010.png,swap,0,10,2.7157,-18.779,157.39,1,blue,sphere,2.9052,-7.275,129.04,1,blue,cube,5.3509,4.613,101.23,1,red,sphere,1.5982,-31.172,192.75,1,red,cube
img/r00_swap_011.png,swap,0,11,5.2476,-9.886,135.26,1,blue,sphere,3.6489,7.745,93.85,1,blue,cube,1.6106,24.796,50.34,1,red,sphere,2.8419,12.449,82.53,1,red,cube
img/r00_swap_012.png,swap,0,12,5.1799,33.53,23.55,1,blue,sphere,6.0682,1.632,108.2,1,blue,cube,5.37,27.635,42.12,1,red,sphere,1.623,4.247,102.09,1,red,cube
img/r00_swap_013.png,swap,0,13,3.8144,6.949,95.73,1,blue,sphere,2.579,-0.969,114.26,1,blue,cube,6.0551,0.054,111.87,1,red,sphere,4.3437,4.606,101.25,1,red,cube
img/r00_swap_014.png,swap,0,14,6.4073,-3.756,120.76,1,blue,sphere,4.4327,-6.073,126.2,1,blue,cube,6.3647,30.656,32.89,1,red,sphere,3.2805,19.442,64.88,1,red,cube
img/r00_swap_015.png,swap,0,15,6.1911,-33.435,200.13,1,blue,sphere,1.8395,1.208,109.18,1,blue,cube,6.424,19.178,65.58,1,red,sphere,6.1544,-24.393,172.53,1,red,cube
img/r00_swap_016.png,swap,0,16,1.9668,11.029,85.98,1,blue,sphere,5.1666,-1.729,116.03,1,blue,cube,3.3998,17.694,69.42,1,red,sphere,2.8742,33.978,22.04,1,red,cube
img/r00_swap_017.png,swap,0,17,4.0987,-26.868,179.62,1,blue,sphere,1.6445,-33.591,200.65,1,blue,cube,5.1976,29.899,35.25,1,red,sphere,6.0997,-32.699,197.69,1,red,cube
img/r00_swap_018.png,swap,0,18,2.7055,-13.58,144.24,1,blue,sphere,2.7519,10.332,87.67,1,blue,cube,4.7479,2.479,106.22,1,red,sphere,5.7053,18.572,67.15,1,red,cube
img/r00_swap_019.png,swap,0,19,5.3815,12.192,83.16,1,blue,sphere,6.2632,32.541,26.83,1,blue,cube,4.2313,-33.971,201.93,1,red,sphere,6.2723,-33.848,201.52,1,red,cube
img/r00_swap_020.png,swap,0,20,2.0831,13.454,80.07,1,blue,sphere,1.5479,-34.559,203.94,1,blue,cube,2.0207,-11.329,138.74,1,red,sphere,2.5347,-12.172,140.79,1,red,cube
img/r00_swap_021.png,swap,0,21,4.1538,-33.596,200.67,1,blue,sphere,4.8852,-22.393,167.0,1,blue,cube,2.6706,-4.018,121.38,1,red,sphere,3.3199,32.294,27.64,1,red,cube
img/r00_swap_022.png,swap,0,22,6.4798,19.669,64.29,1,blue,sphere,1.4622,-32.382,196.65,1,blue,cube,3.3911,-20.157,161.0,1,red,sphere,6.3168,-2.994,118.98,1,red,cube
img/r00_swap_023.png,swap,0,23,6.3058,21.398,59.7,1,blue,sphere,6.3563,-15.753,149.65,1,blue,cube,1.7157,-19.647,159.65,1,red,sphere,4.8224,4.577,101.31,1,red,cube
img/r00_swap_024.png,swap,0,24,5.7447,-4.686,122.94,1,blue,sphere,5.9946,13.511,79.93,1,blue,cube,3.6184,-20.636,162.27,1,red,sphere,1.7822,-8.478,131.89,1,red,cube
img/r00_swap_025.png,swap,0,25,5.5271,26.811,44.55,1,blue,sphere,4.5926,-18.071,155.55,1,blue,cube,4.9419,7.28,94.95,1,red,sphere,5.1901,-1.393,115.25,1,red,cube
img/r00_swap_026.png,swap,0,26,5.9825,-34.466,203.62,1,blue,sphere,4.668,-25.042,174.36,1,blue,cube,3.9507,-33.156,199.2,1,red,sphere,3.6755,-23.595,170.3,1,red,cube
img/r00_swap_027.png,swap,0,27,5.3006,-16.184,150.74,1,blue,sphere,4.6465,-16.817,152.34,1,blue,cube,1.3711,-34.01,202.06,1,red,sphere,3.2578,-11.155,138.32,1,red,cube
img/r00_swap_028.png,swap,0,28,3.4429,13.002,81.18,1,blue,sphere,1.7918,-21.789,165.36,1,blue,cube,3.6484,29.771,35.65,1,red,sphere,5.6676,-13.288,143.52,1,red,cube
img/r00_swap_029.png,swap,0,29,1.5388,-0.186,112.43,1,blue,sphere,5.8898,32.103,28.26,1,blue,cube,3.7855,-28.928,185.77,1,red,sphere,3.1401,34.75,19.4,1,red,cube
img/r00_swap_030.png,swap,0,30,2.5171,5.478,99.2,1,blue,sphere,2.5951,-26.139,177.5,1,blue,cube,5.1865,26.187,46.36,1,red,sphere,4.5593,-6.921,128.2,1,red,cube
img/r00_swap_031.png,swap,0,31,5.9539,34.7,19.58,1,blue,sphere,2.3886,6.49,96.82,1,blue,cube,2.1959,-15.864,149.93,1,red,sphere,4.6271,-5.489,124.83,1,red,cube
img/r00_swap_032.png,swap,0,32,5.2637,-16.241,150.88,1,blue,sphere,1.9084,16.465,72.55,1,blue,cube,3.9197,19.274,65.32,1,red,sphere,6.064,20.498,62.1,1,red,cube
img/r00_swap_033.png,swap,0,33,2.3687,2.385,106.44,1,blue,sphere,6.0784,-16.588,151.76,1,blue,cube,5.0926,11.158,85.67,1,red,sphere,6.3508,23.87,52.94,1,red,cube
img/r00_swap_034.png,swap,0,34,3.8892,-4.135,121.65,1,blue,sphere,5.2908,23.571,53.77,1,blue,cube,4.7296,9.381,89.95,1,red,sphere,5.623,-16.744,152.16,1,red,cube
img/r00_swap_035.png,swap,0,35,5.2288,19.458,64.84,1,blue,sphere,3.0324,-10.861,137.61,1,blue,cube,6.0668,-10.891,137.68,1,red,sphere,2.8239,-21.952,165.8,1,red,cube
img/r00_swap_036.png,swap,0,36,5.516,28.023,40.96,1,blue,sphere,5.3637,0.012,111.97,1,blue,cube,2.0616,34.527,20.17,1,red,sphere,5.8215,4.969,100.4,1,red,cube
img/r00_swap_037.png,swap,0,37,2.2116,27.857,41.46,1,blue,sphere,4.1812,-25.928,176.89,1,blue,cube,4.7735,-13.235,143.39,1,red,sphere,6.1127,0.367,111.15,1,red,cube
img/r00_swap_038.png,swap,0,38,4.2796,6.637,96.47,1,blue,sphere,2.626,28.572,39.31,1,blue,cube,3.1502,25.557,48.17,1,red,sphere,5.8498,-0.223,112.52,1,red,cube
img/r00_swap_039.png,swap,0,39,4.6272,-20.532,161.99,1,blue,sphere,6.4141,16.996,71.2,1,blue,cube,3.6939,27.379,42.88,1,red,sphere,1.8167,26.349,45.89,1,red,cube
img/r00_swap_040.png,swap,0,40,3.1162,15.66,74.58,1,blue,sphere,4.6046,11.54,84.75,1,blue,cube,2.6238,-2.661,118.2,1,red,sphere,5.5635,-20.622,162.23,1,red,cube
img/r00_swap_041.png,swap,0,41,3.8581,14.088,78.5,1,blue,sphere,5.3663,12.495,82.42,1,blue,cube,4.7085,-13.616,144.33,1,red,sphere,2.7599,20.859,61.14,1,red,cube
img/r00_swap_042.png,swap,0,42,2.0566,-26.184,177.63,1,blue,sphere,3.0719,-2.873,118.7,1,blue,cube,4.6927,-18.223,155.94,1,red,sphere,3.7855,-21.746,165.24,1,red,cube
img/r00_swap_043.png,swap,0,43,4.9242,32.483,27.02,1,blue,sphere,3.9682,19.861,63.79,1,blue,cube,5.5382,-34.785,204.72,1,red,sphere,1.4798,4.063,102.52,1,red,cube
img/r00_swap_044.png,swap,0,44,4.331,-27.908,182.7,1,blue,sphere,5.1288,-4.602,122.74,1,blue,cube,4.1644,-1.678,115.91,1,red,sphere,2.4997,30.854,32.26,1,red,cube
img/r00_swap_045.png,swap,0,45,4.8045,29.88,35.31,1,blue,sphere,2.0996,-19.03,158.04,1,blue,cube,5.2173,17.245,70.57,1,red,sphere,3.8312,18.461,67.44,1,red,cube
img/r00_swap_046.png,swap,0,46,5.6352,-12.676,142.02,1,blue,sphere,3.0495,3.145,104.67,1,blue,cube,5.3431,-27.551,181.64,1,red,sphere,2.4399,-17.702,154.6,1,red,cube
img/r00_swap_047.png,swap,0,47,3.0621,-14.692,147.0,1,blue,sphere,5.1111,3.399,104.07,1,blue,cube,3.4359,5.556,99.02,1,red,sphere,6.0454,28.997,38.02,1,red,cube
img/r00_swap_048.png,swap,0,48,5.1662,-24.971,174.16,1,blue,sphere,6.1495,18.419,67.55,1,blue,cube,2.7181,26.877,44.35,1,red,sphere,3.2049,11.942,83.77,1,red,cube
img/r00_swap_049.png,swap,0,49,1.8058,23.086,55.11,1,blue,sphere,5.5111,-13.722,144.59,1,blue,cube,5.6308,-1.432,115.34,1,red,sphere,2.1995,-22.214,166.51,1,red,cube
img/r00_swap_050.png,swap,0,50,6.2348,27.039,43.88,1,blue,sphere,2.691,26.723,44.8,1,blue,cube,5.0429,17.881,68.94,1,red,sphere,3.9274,-27.296,180.88,1,red,cube
img/r00_swap_051.png,swap,0,51,3.0108,10.413,87.47,1,blue,sphere,3.5237,-6.309,126.76,1,blue,cube,4.7587,11.156,85.68,1,red,sphere,4.8949,0.099,111.77,1,red,cube
img/r00_swap_052.png,swap,0,52,6.275,24.511,51.14,1,blue,sphere,2.9278,22.689,56.2,1,blue,cube,4.1022,8.298,92.53,1,red,sphere,6.3978,-0.057,112.13,1,red,cube
img/r00_swap_053.png,swap,0,53,3.7374,27.456,42.65,1,blue,sphere,5.0788,-9.8,135.06,1,blue,cube,5.7988,-33.383,199.95,1,red,sphere,2.6071,-3.732,120.71,1,red,cube
img/r00_swap_054.png,swap,0,54,1.317,23.502,53.96,1,blue,sphere,3.9895,31.988,28.64,1,blue,cube,3.6375,23.515,53.92,1,red,sphere,4.9911,-21.708,165.14,1,red,cube
img/r00_swap_055.png,swap,0,55,5.1279,34.035,21.85,1,blue,sphere,4.8495,-12.399,141.34,1,blue,cube,6.3018,-16.387,151.25,1,red,sphere,4.3324,28.646,39.09,1,red,cube
img/r00_swap_056.png,swap,0,56,3.0467,10.785,86.57,1,blue,sphere,1.9986,-2.982,118.95,1,blue,cube,3.8573,11.681,84.4,1,red,sphere,4.6385,30.267,34.11,1,red,cube
img/r00_swap_057.png,swap,0,57,4.2449,34.51,20.23,1,blue,sphere,5.0417,0.589,110.63,1,blue,cube,5.3885,26.949,44.14,1,red,sphere,5.9802,13.947,78.85,1,red,cube
img/r00_swap_058.png,swap,0,58,2.2521,22.735,56.07,1,blue,sphere,5.1135,-17.106,153.08,1,blue,cube,1.8544,-26.354,178.12,1,red,sphere,1.7262,26.357,45.87,1,red,cube
img/r00_swap_059.png,swap,0,59,4.1449,18.842,66.45,1,blue,sphere,3.7464,7.283,94.94,1,blue,cube,4.9085,-0.467,113.09,1,red,sphere,2.8209,-6.847,128.03,1,red,cube
img/r00_swap_060.png,swap,0,60,4.5673,6.908,95.83,1,blue,sphere,4.0051,-12.815,142.36,1,blue,cube,2.2796,10.601,87.02,1,red,sphere,5.0537,12.252,83.01,1,red,cube
img/r00_swap_061.png,swap,0,61,3.7846,30.811,32.4,1,blue,sphere,6.4898,0.718,110.33,1,blue,cube,1.3162,-33.672,200.92,1,red,sphere,6.037,-27.813,182.41,1,red,cube
img/r00_swap_062.png,swap,0,62,2.0725,-16.966,152.72,1,blue,sphere,5.8694,-29.459,187.39,1,blue,cube,4.5393,4.158,102.3,1,red,sphere,5.9293,-2.125,116.95,1,red,cube
img/r00_swap_063.png,swap,0,63,3.0623,-1.451,115.38,1,blue,sphere,1.3426,-2.514,117.86,1,blue,cube,2.2468,8.471,92.12,1,red,sphere,6.3831,-13.946,145.15,1,red,cube
img/r00_allred_000.png,allred,0,0,2.187,0.598,110.61,1,red,sphere,4.2671,-23.18,169.15,1,red,cube,1.5215,-23.165,169.11,1,red,sphere,5.974,-0.244,112.57,1,red,cube
img/r00_allred_001.png,allred,0,1,5.4563,-8.989,133.11,1,red,sphere,1.6245,7.154,95.25,1,red,cube,2.58,-28.934,185.78,1,red,sphere,4.953,17.802,69.14,1,red,cube
img/r00_allred_002.png,allred,0,2,5.3991,-34.639,204.21,1,red,sphere,2.1415,-30.065,189.26,1,red,cube,3.0399,20.901,61.03,1,red,sphere,6.4619,-16.533,151.62,1,red,cube
img/r00_allred_003.png,allred,0,3,4.6387,0.885,109.94,1,red,sphere,3.8244,24.513,51.13,1,red,cube,4.3965,-6.298,126.73,1,red,sphere,6.066,-18.625,156.99,1,red,cube
img/r00_allred_004.png,allred,0,4,2.2487,-28.528,184.56,1,red,sphere,5.936,-22.784,168.07,1,red,cube,5.8201,-1.869,116.36,1,red,sphere,4.7379,30.737,32.63,1,red,cube
